attachment1,attachment2,diffusion1,diffusion2,total,attachment1_norm,attachment2_norm,diffusion1_norm,diffusion2_norm
17,582,66,6429,10370,0.001639344262295082,0.056123432979749276,0.006364513018322083,0.6199614271938283
14,319,104,3822,6401,0.0021871582565224186,0.049835963130760816,0.016247461334166536,0.5970942040306202
26,396,87,5144,7995,0.0032520325203252032,0.04953095684803002,0.010881801125703566,0.6434021263289555
4,241,68,2972,4737,0.0008444162972345366,0.05087608190838083,0.014355077052987122,0.6274013088452607
17,359,82,4335,6926,0.0024545192030031764,0.051833670228125905,0.011839445567427087,0.6259023967658099
33,592,115,6940,11178,0.0029522275899087494,0.05296117373412059,0.0102880658436214,0.6208624083020218
5,44,24,716,1084,0.004612546125461255,0.04059040590405904,0.02214022140221402,0.6605166051660517
7,121,18,1211,2028,0.0034516765285996054,0.059664694280078895,0.008875739644970414,0.5971400394477318
36,968,177,10822,17738,0.0020295410982072385,0.05457210508512798,0.00997857706618559,0.6101026045777427
8,158,32,1925,3135,0.002551834130781499,0.05039872408293461,0.010207336523125997,0.6140350877192983
17,455,74,5877,9458,0.0017974201733981815,0.04810742228801015,0.007824064284203848,0.6213787270035949
0,0,4,0,4,0.0,0.0,1.0,0.0
13,366,65,4606,7481,0.0017377355968453416,0.04892394064964577,0.008688677984226708,0.6156930891592033
27,695,142,8212,13126,0.002056986134389761,0.05294834679262533,0.01081822337345726,0.6256285235410636
35,811,137,9716,15800,0.0022151898734177216,0.05132911392405063,0.008670886075949367,0.6149367088607595
10,499,58,5307,8548,0.001169864295741694,0.05837622835751053,0.006785212915301825,0.620846981750117
2,20,31,217,375,0.005333333333333333,0.05333333333333334,0.08266666666666667,0.5786666666666667
1,129,47,1459,2459,0.00040666937779585197,0.05246034973566491,0.01911346075640504,0.593330622204148
0,0,9,0,9,0.0,0.0,1.0,0.0
20,425,90,4883,8045,0.002486016159105034,0.052827843380981974,0.011187072715972654,0.6069608452454941
24,386,105,4781,7569,0.0031708283789139914,0.050997489760866696,0.013872374157748711,0.6316554366494913
28,421,75,4833,8004,0.0034982508745627187,0.05259870064967516,0.009370314842578711,0.6038230884557722
13,413,69,4962,7938,0.00163769211388259,0.05202821869488536,0.008692365835222978,0.6250944822373394
8,121,12,1585,2544,0.0031446540880503146,0.04756289308176101,0.0047169811320754715,0.6230345911949685
0,0,2,0,2,0.0,0.0,1.0,0.0
0,0,2,0,2,0.0,0.0,1.0,0.0
24,579,144,6770,10999,0.0021820165469588143,0.0526411491953814,0.013092099281752886,0.6155105009546322
6,175,95,2273,3643,0.0016469942355201758,0.04803733186933846,0.026077408729069447,0.6239363162228933
3,117,34,1248,2115,0.0014184397163120568,0.05531914893617021,0.01607565011820331,0.5900709219858156
26,528,123,6281,10233,0.002540799374572462,0.0515977719143946,0.012019935502785108,0.6137984950649858
28,591,105,7648,12323,0.0022721739836078876,0.04795910086829506,0.008520652438529579,0.6206280938083258
18,460,86,5966,9473,0.001900137232133432,0.04855906259896548,0.009078433442415285,0.6297899292726697
4,137,32,1393,2360,0.001694915254237288,0.05805084745762712,0.013559322033898305,0.5902542372881356
8,124,58,1355,2347,0.0034086067319982955,0.052833404345973584,0.024712398806987643,0.5773327652322113
0,0,2,0,2,0.0,0.0,1.0,0.0
24,553,201,6499,10530,0.002279202279202279,0.05251661918328585,0.019088319088319088,0.6171889838556506
6,111,51,1176,1987,0.003019627579265224,0.05586311021640664,0.025666834423754403,0.5918470055359839
10,199,31,2255,3710,0.0026954177897574125,0.05363881401617251,0.008355795148247979,0.6078167115902965
22,328,90,3830,6287,0.0034992842373150947,0.052171146810879594,0.014315253698107206,0.6091935740416733
4,117,14,1210,2011,0.001989060169070114,0.05818000994530084,0.0069617105917454,0.6016907011437096
9,99,41,1394,2258,0.003985828166519044,0.04384410983170948,0.01815766164747564,0.6173604960141719
10,122,33,1595,2587,0.003865481252415926,0.047158871279474296,0.012756088132972555,0.6165442597603401
1,51,30,575,963,0.0010384215991692627,0.0529595015576324,0.03115264797507788,0.5970924195223261
23,589,172,6524,10891,0.0021118354604719495,0.0540813515746947,0.015792856487007623,0.5990267193095217
23,479,161,5676,9328,0.002465694682675815,0.051350771869639794,0.017259862778730702,0.6084905660377359
13,269,138,3151,5119,0.0025395585075210004,0.052549326040242234,0.026958390310607542,0.6155499120922056
12,355,29,3879,6332,0.0018951358180669614,0.056064434617814275,0.00457991156032849,0.6126026531901453
0,67,23,924,1498,0.0,0.04472630173564753,0.015353805073431242,0.616822429906542
47,950,112,10875,17601,0.002670302823703199,0.053974206011022104,0.006363274813931026,0.6178626214419636
2,0,22,0,24,0.08333333333333333,0.0,0.9166666666666666,0.0
2,90,22,721,1280,0.0015625,0.0703125,0.0171875,0.56328125
17,309,50,3690,6022,0.0028229823978744603,0.05131185652607107,0.008302889405513119,0.6127532381268681
2,138,54,1472,2394,0.000835421888053467,0.05764411027568922,0.022556390977443608,0.6148705096073517
36,684,219,8703,13997,0.002571979709937844,0.04886761448881903,0.015646209902121882,0.6217760948774738
0,50,56,460,877,0.0,0.05701254275940707,0.06385404789053592,0.5245153933865451
12,196,33,2515,4059,0.0029563932002956393,0.04828775560482878,0.008130081300813009,0.619610741561961
3,114,54,1295,2191,0.0013692377909630307,0.05203103605659516,0.02464628023733455,0.5910543130990416
20,414,178,5495,8804,0.002271694684234439,0.04702407996365288,0.020218082689686508,0.6241481144934121
14,294,66,3535,5847,0.0023943902856165553,0.050282195997947664,0.011287839917906618,0.6045835471181803
18,336,134,4054,6576,0.002737226277372263,0.051094890510948905,0.02037712895377129,0.6164841849148418
1,0,4,0,5,0.2,0.0,0.8,0.0
10,166,69,1849,2992,0.0033422459893048127,0.05548128342245989,0.023061497326203207,0.61798128342246
6,191,25,2310,3895,0.0015404364569961489,0.04903722721437741,0.006418485237483954,0.5930680359435173
13,117,79,1726,2725,0.0047706422018348625,0.04293577981651376,0.028990825688073395,0.633394495412844
0,0,1,0,1,0.0,0.0,1.0,0.0
15,412,70,4625,7703,0.0019472932623653123,0.053485654939633906,0.00908736855770479,0.6004154225626379
3,45,20,668,1071,0.0028011204481792717,0.04201680672268908,0.018674136321195144,0.6237161531279178
12,528,75,5862,9354,0.0012828736369467607,0.05644644002565747,0.008017960230917255,0.6266837716484926
4,69,31,928,1381,0.002896451846488052,0.0499637943519189,0.022447501810282405,0.6719768283852281
22,341,162,3945,6639,0.0033137520710950445,0.051363157101973186,0.024401265250790782,0.5942159963849978
9,244,58,3026,4924,0.0018277822908204712,0.04955320877335499,0.011779041429731926,0.6145410235580828
12,300,75,3791,6095,0.0019688269073010667,0.04922067268252666,0.012305168170631665,0.6219852337981953
14,342,60,4158,6713,0.0020855057351407717,0.05094592581558171,0.008937881722031879,0.6193952033368092
4,85,38,1051,1721,0.002324230098779779,0.04938988959907031,0.022080185938407902,0.610691458454387
8,291,24,3410,5636,0.0014194464158978,0.05163236337828247,0.0042583392476933995,0.6050390347764372
9,155,32,1656,2762,0.0032585083272990588,0.05611875452570601,0.011585807385952208,0.5995655322230268
13,419,140,5033,8286,0.001568911416847695,0.050567221819937246,0.016895969104513638,0.6074100893072653
24,751,191,8337,13701,0.0017516969564265383,0.05481351726151376,0.013940588278227866,0.6084957302386688
0,0,1,0,1,0.0,0.0,1.0,0.0
22,806,138,9479,15403,0.0014282931896383822,0.05232746867493345,0.008959293644095307,0.6153995974810101
2,59,18,602,980,0.0020408163265306124,0.06020408163265306,0.018367346938775512,0.6142857142857143
8,258,32,2925,4971,0.0016093341380004024,0.05190102595051298,0.0064373365520016095,0.5884127942063971
17,378,88,4612,7677,0.002214406669271851,0.0492379835873388,0.011462810993877817,0.6007555034518692
11,203,24,2584,4189,0.0026259250417760803,0.04846025304368584,0.005729291000238721,0.6168536643590355
11,161,54,1839,3016,0.003647214854111406,0.05338196286472149,0.01790450928381963,0.6097480106100795
8,125,39,1474,2543,0.0031458906802988595,0.04915454187966968,0.01533621706645694,0.5796303578450649
0,19,5,161,300,0.0,0.06333333333333334,0.016666666666666666,0.5366666666666666
24,624,150,7614,12188,0.001969149983590417,0.05119789957335084,0.012307187397440106,0.6247128322940597
16,222,78,2552,4201,0.0038086169959533444,0.05284456081885265,0.018567007855272554,0.6074744108545584
5,175,15,2021,3337,0.0014983518130056938,0.05244231345519928,0.004495055439017081,0.6056338028169014
7,196,68,2523,4034,0.0017352503718393653,0.04858701041150223,0.01685671789786812,0.6254338125929598
6,162,46,1634,2795,0.002146690518783542,0.057960644007155636,0.016457960644007157,0.5846153846153846
9,207,94,2860,4536,0.001984126984126984,0.04563492063492063,0.02072310405643739,0.6305114638447972
2,77,23,739,1242,0.001610305958132045,0.061996779388083734,0.018518518518518517,0.5950080515297906
2,57,24,565,991,0.0020181634712411706,0.05751765893037336,0.024217961654894045,0.5701311806256307
13,226,101,2848,4576,0.002840909090909091,0.04938811188811189,0.02207167832167832,0.6223776223776224
12,220,104,2723,4383,0.0027378507871321013,0.05019393109742186,0.02372804015514488,0.621263974446726
15,365,125,4827,7825,0.0019169329073482429,0.04664536741214057,0.01597444089456869,0.6168690095846645
0,0,1,0,1,0.0,0.0,1.0,0.0
2,48,6,443,769,0.002600780234070221,0.06241872561768531,0.007802340702210663,0.576072821846554
3,9,3,96,150,0.02,0.06,0.02,0.64
7,181,59,2274,3593,0.0019482326746451434,0.05037573058725299,0.01642081825772335,0.6328973003061509
0,35,2,483,749,0.0,0.04672897196261682,0.0026702269692923898,0.6448598130841121
2,59,6,698,1179,0.0016963528413910093,0.05004240882103478,0.005089058524173028,0.5920271416454622
3,91,38,901,1508,0.001989389920424403,0.0603448275862069,0.025198938992042442,0.5974801061007957
1,89,27,984,1646,0.0006075334143377885,0.05407047387606318,0.016403402187120292,0.5978128797083839
11,396,78,4768,7715,0.001425793907971484,0.05132858068697343,0.010110174983797796,0.6180168502916397
12,172,28,1987,3225,0.0037209302325581397,0.05333333333333334,0.008682170542635658,0.6161240310077519
22,311,112,3549,5815,0.003783319002579536,0.05348237317282889,0.019260533104041272,0.6103181427343078
9,178,79,2556,4067,0.0022129333661175315,0.04376690435210229,0.01942463732480944,0.6284730759773789
0,0,2,0,2,0.0,0.0,1.0,0.0
7,338,70,3926,6251,0.0011198208286674132,0.054071348584226527,0.011198208286674132,0.6280595104783234
9,169,47,2030,3271,0.0027514521553041885,0.05166615713848976,0.014368694588810762,0.620605319474167
6,142,28,1618,2730,0.002197802197802198,0.05201465201465202,0.010256410256410256,0.5926739926739927
5,242,50,3164,4933,0.0010135819987837015,0.04905736874113116,0.010135819987837016,0.6413946888303264
11,337,29,3580,5998,0.001833944648216072,0.05618539513171057,0.004834944981660554,0.596865621873958
7,131,27,1424,2345,0.0029850746268656717,0.055863539445628996,0.011513859275053304,0.6072494669509595
2,163,20,1953,3041,0.0006576783952647156,0.05360078921407432,0.006576783952647156,0.6422229529759947
19,803,122,9105,14860,0.0012786002691790041,0.05403768506056528,0.008209959623149394,0.6127187079407806
9,231,98,2636,4356,0.002066115702479339,0.05303030303030303,0.022497704315886134,0.6051423324150597
24,418,101,4747,7732,0.0031039834454216243,0.05406104500775996,0.01306259699948267,0.6139420589756854
15,239,74,2973,4839,0.0030998140111593306,0.04939036991113867,0.01529241578838603,0.6143831370117793
0,0,1,0,1,0.0,0.0,1.0,0.0
3,40,46,293,549,0.00546448087431694,0.07285974499089254,0.08378870673952642,0.5336976320582878
15,323,44,3634,6112,0.0024541884816753927,0.05284685863874346,0.007198952879581152,0.5945680628272252
14,145,23,1884,2984,0.004691689008042895,0.04859249329758713,0.007707774798927614,0.631367292225201
10,105,42,1389,2285,0.00437636761487965,0.045951859956236324,0.018380743982494528,0.6078774617067834
2,90,22,796,1447,0.00138217000691085,0.06219765031098825,0.01520387007601935,0.5501036627505184
17,438,114,5154,8452,0.0020113582584003788,0.051822053951727405,0.013487931850449598,0.6097964978703265
9,168,65,2129,3427,0.0026262036766851473,0.04902246863145608,0.018967026553837175,0.6212430697402976
25,522,51,6438,10324,0.0024215420379697793,0.05056179775280899,0.00493994575745835,0.6235955056179775
14,278,71,2875,4712,0.0029711375212224107,0.05899830220713073,0.015067911714770798,0.610144312393888
6,105,15,1574,2359,0.002543450614667232,0.04451038575667656,0.00635862653666808,0.6672318779143704
7,187,41,2126,3557,0.001967950520101209,0.05257239246556086,0.011526567332021367,0.5976946865335957
13,328,126,3991,6564,0.001980499695307739,0.049969530773918344,0.019195612431444242,0.6080134064594759
11,335,35,3624,5986,0.0018376211159371867,0.0559639158035416,0.005846976277981958,0.6054126294687604
13,479,55,5355,8717,0.00149133876333601,0.05495009751061145,0.006309510152575427,0.6143168521280257
0,0,2,0,2,0.0,0.0,1.0,0.0
0,0,4,0,4,0.0,0.0,1.0,0.0
13,287,90,3761,6008,0.0021637816245006656,0.04776964047936085,0.014980026631158456,0.6259986684420772
16,208,105,2772,4534,0.0035288928098809,0.0458756065284517,0.023158359064843405,0.6113806793118659
15,452,103,5721,9271,0.001617948441376335,0.048754179700140225,0.011109912630784166,0.6170855355409341
11,395,78,4576,7341,0.0014984334559324344,0.053807383190301046,0.010625255414793625,0.6233483176678927
4,161,33,1898,3059,0.0013076168682576005,0.05263157894736842,0.010787839163125205,0.6204642039882314
2,42,16,581,924,0.0021645021645021645,0.045454545454545456,0.017316017316017316,0.6287878787878788
19,290,40,3428,5455,0.0034830430797433546,0.05316223648029331,0.007332722273143905,0.6284142988084326
15,445,140,4971,8257,0.0018166404263049534,0.053893665980380284,0.016955310645512898,0.6020346372774615
3,75,36,1043,1635,0.001834862385321101,0.045871559633027525,0.022018348623853212,0.6379204892966361
10,286,94,3209,5366,0.0018635855385762206,0.05329854640327991,0.017517704062616473,0.5980245993291092
3,194,48,2356,3827,0.0007839038411288215,0.05069244839299713,0.012542461458061144,0.6156258165665012
0,0,3,0,3,0.0,0.0,1.0,0.0
5,383,44,4416,7304,0.0006845564074479737,0.05243702081051479,0.006024096385542169,0.6046002190580504
2,36,7,376,628,0.0031847133757961785,0.05732484076433121,0.011146496815286623,0.5987261146496815
1,175,45,2040,3386,0.00029533372711163615,0.051683402244536325,0.013290017720023627,0.6024808033077378
14,538,82,6099,10099,0.0013862758688979106,0.05327260124764828,0.008119615803544906,0.6039211803148826
0,0,5,0,5,0.0,0.0,1.0,0.0
11,251,70,2921,4688,0.00234641638225256,0.053540955631399316,0.014931740614334471,0.623080204778157
11,201,9,2644,4130,0.0026634382566585956,0.0486682808716707,0.0021791767554479417,0.6401937046004843
5,116,18,1567,2572,0.0019440124416796269,0.04510108864696734,0.006998444790046656,0.609253499222395
11,255,40,2714,4596,0.002393385552654482,0.05548302872062663,0.008703220191470844,0.5905134899912968
3,124,38,1485,2328,0.001288659793814433,0.05326460481099656,0.01632302405498282,0.6378865979381443
0,29,17,475,759,0.0,0.03820816864295125,0.022397891963109356,0.6258234519104084
10,230,32,2834,4623,0.002163097555699762,0.04975124378109453,0.006921912178239239,0.6130218472853126
9,249,72,2793,4666,0.0019288469781397343,0.05336476639519931,0.015430775825117874,0.5985855122160308
8,107,29,1351,2151,0.003719200371920037,0.0497443049744305,0.013482101348210134,0.6280799628079963
14,261,89,3564,5769,0.0024267637372161555,0.0452418096723869,0.015427283758016988,0.6177847113884556
7,203,48,2608,4218,0.0016595542911332385,0.04812707444286392,0.011379800853485065,0.6183025130393551
12,295,58,3176,5355,0.002240896358543417,0.055088702147525676,0.010830999066293184,0.5930905695611578
0,0,2,0,2,0.0,0.0,1.0,0.0
5,158,19,1737,2836,0.001763046544428773,0.05571227080394922,0.006699576868829337,0.6124823695345557
4,66,19,814,1228,0.003257328990228013,0.05374592833876222,0.015472312703583062,0.6628664495114006
4,68,28,805,1340,0.0029850746268656717,0.050746268656716415,0.020895522388059702,0.6007462686567164
7,250,87,2969,4732,0.0014792899408284023,0.05283178360101437,0.018385460693153,0.6274302620456467
24,141,126,2080,3321,0.007226738934056007,0.04245709123757904,0.037940379403794036,0.626317374284854
1,94,22,976,1602,0.0006242197253433209,0.05867665418227216,0.01373283395755306,0.6092384519350812
8,228,25,2500,4211,0.00189978627404417,0.054143908810258844,0.005936832106388032,0.5936832106388031
0,30,2,288,493,0.0,0.060851926977687626,0.004056795131845842,0.5841784989858012
13,277,32,3435,5578,0.0023305844388669776,0.04965937612047329,0.005736823234134099,0.6158121190390821
15,490,134,5079,8645,0.001735106998264893,0.05668016194331984,0.015500289184499711,0.5875072296124928
20,372,50,4422,7157,0.002794466955428252,0.05197708537096549,0.00698616738857063,0.6178566438451866
8,221,70,2524,4125,0.0019393939393939393,0.053575757575757575,0.01696969696969697,0.6118787878787879
31,783,262,9414,15382,0.0020153426082434012,0.05090365362111559,0.017032895592250682,0.6120140423872058
11,249,135,3291,5345,0.00205799812909261,0.04658559401309635,0.025257249766136577,0.6157156220767072
45,968,192,11584,18814,0.002391835866907622,0.05145104709259062,0.01020516636547252,0.6157117040501754
0,0,2,0,2,0.0,0.0,1.0,0.0
8,142,60,2008,3232,0.0024752475247524753,0.04393564356435643,0.018564356435643563,0.6212871287128713
1,0,0,0,1,1.0,0.0,0.0,0.0
4,148,9,1911,2931,0.001364721937905152,0.05049471170249062,0.0030706243602865915,0.6519959058341863
2,21,4,355,595,0.0033613445378151263,0.03529411764705882,0.0067226890756302525,0.5966386554621849
18,298,160,3315,5521,0.003260278934975548,0.05397572903459518,0.028980257199782648,0.6004347038579967
5,89,38,1109,1822,0.0027442371020856204,0.04884742041712404,0.020856201975850714,0.6086717892425906
12,182,62,2137,3469,0.003459210147016431,0.05246468722974921,0.017872585759584895,0.6160276736811762
5,100,32,1018,1828,0.002735229759299781,0.05470459518599562,0.0175054704595186,0.5568927789934355
10,252,46,3272,5390,0.0018552875695732839,0.046753246753246755,0.008534322820037106,0.6070500927643785
20,419,110,5087,8084,0.002474022761009401,0.05183077684314696,0.013607125185551707,0.6292676892627412
8,506,57,5591,9152,0.0008741258741258741,0.055288461538461536,0.006228146853146853,0.6109047202797203
11,313,38,3827,6117,0.0017982671244073892,0.0511688736308648,0.006212195520680072,0.6256334804642799
22,268,85,3251,5157,0.0042660461508629045,0.0519681985650572,0.01648245103742486,0.630405274384332
18,346,94,3803,6360,0.002830188679245283,0.05440251572327044,0.014779874213836478,0.5979559748427673
7,123,46,1460,2362,0.0029635901778154107,0.05207451312447079,0.01947502116850127,0.6181202370872142
14,319,72,3890,6236,0.0022450288646568314,0.05115458627325208,0.011545862732520847,0.6237973059653624
18,460,152,6040,9579,0.0018791105543376136,0.04802171416640568,0.015868044681073182,0.6305459860110659
8,175,53,2176,3641,0.0021971985718209283,0.048063718758582806,0.014556440538313651,0.5976380115352925
1,0,0,0,1,1.0,0.0,0.0,0.0
33,599,169,6237,10406,0.003171247357293869,0.05756294445512204,0.016240630405535268,0.5993657505285412
24,593,154,7047,11261,0.0021312494449871235,0.05265962170322352,0.01367551727200071,0.6257881182843442
17,570,67,6598,10903,0.0015592038888379346,0.052279189213977804,0.006145097679537742,0.6051545446207466
8,320,23,4155,6694,0.0011951000896325067,0.04780400358530027,0.0034359127576934568,0.6207051090528832
0,0,1,0,1,0.0,0.0,1.0,0.0
3,31,7,569,841,0.0035671819262782403,0.036860879904875146,0.008323424494649227,0.6765755053507729
1,0,0,0,1,1.0,0.0,0.0,0.0
28,369,144,4404,7352,0.003808487486398259,0.05019042437431991,0.01958650707290533,0.5990206746463548
6,195,27,2306,3728,0.001609442060085837,0.0523068669527897,0.007242489270386266,0.6185622317596566
20,295,91,3773,5808,0.003443526170798898,0.050792011019283746,0.015668044077134985,0.6496212121212122
17,424,56,5138,8266,0.002056617469150738,0.05129445923058311,0.006774739898378902,0.6215823856762642
3,211,54,2787,4493,0.0006677053193857111,0.04696194079679501,0.0120186957489428,0.6202982417093256
3,26,23,238,370,0.008108108108108109,0.07027027027027027,0.062162162162162166,0.6432432432432432
7,45,32,482,864,0.008101851851851851,0.052083333333333336,0.037037037037037035,0.5578703703703703
20,274,94,3156,5226,0.003827018752391887,0.052430156907768845,0.017986988136241867,0.6039035591274398
14,233,43,2671,4341,0.00322506334945865,0.053674268601704676,0.009905551716194425,0.6152960147431468
5,203,50,2260,3690,0.0013550135501355014,0.055013550135501355,0.013550135501355014,0.6124661246612466
8,133,22,1511,2556,0.003129890453834116,0.05203442879499218,0.008607198748043818,0.5911580594679187
18,335,88,4142,6764,0.0026611472501478417,0.04952690715552927,0.013010053222945003,0.6123595505617978
3,85,16,832,1480,0.002027027027027027,0.057432432432432436,0.010810810810810811,0.5621621621621622
37,875,212,10926,17688,0.002091813658977838,0.04946856625961103,0.011985526910900044,0.6177069199457259
0,0,1,0,1,0.0,0.0,1.0,0.0
22,759,131,8876,14693,0.001497311645001021,0.05165725175253522,0.008915810249778807,0.6040971891376846
13,402,105,4686,7787,0.001669449081803005,0.051624502375754465,0.013484011814562732,0.601772184409914
0,0,1,0,1,0.0,0.0,1.0,0.0
0,0,1,0,1,0.0,0.0,1.0,0.0
7,218,30,2281,3850,0.0018181818181818182,0.056623376623376624,0.007792207792207792,0.5924675324675325
23,632,79,7970,12859,0.001788630531145501,0.04914845633408508,0.006143557041760635,0.6197993623143324
0,65,40,766,1225,0.0,0.053061224489795916,0.0326530612244898,0.6253061224489795
5,117,73,1420,2413,0.0020721094073767096,0.048487360132615,0.030252797347699957,0.5884790716949855
10,291,20,3581,5709,0.0017516202487300753,0.05097214923804519,0.0035032404974601507,0.62725521107024
2,96,8,1249,2044,0.0009784735812133072,0.046966731898238745,0.003913894324853229,0.6110567514677103
21,384,93,4335,7055,0.00297661233167966,0.054429482636428064,0.013182140326009922,0.6144578313253012
6,89,51,996,1677,0.0035778175313059034,0.05307096004770424,0.03041144901610018,0.59391771019678
26,484,91,5904,9528,0.00272879932829555,0.05079764903442485,0.009550797649034425,0.6196473551637279
10,192,56,2226,3705,0.002699055330634278,0.051821862348178135,0.015114709851551956,0.6008097165991902
19,518,74,6669,10507,0.0018083182640144665,0.04930046635576282,0.007042923765108975,0.6347197106690777
8,315,65,3560,6037,0.001325161504058307,0.052178234222295845,0.010766937220473746,0.5896968693059467
0,0,4,0,4,0.0,0.0,1.0,0.0
0,29,5,292,495,0.0,0.05858585858585859,0.010101010101010102,0.5898989898989899
4,207,31,2504,4121,0.000970638194612958,0.050230526571220575,0.007522446008250425,0.6076195098277117
22,317,62,3914,6176,0.003562176165803109,0.05132772020725389,0.010038860103626942,0.6337435233160622
37,812,142,9593,15549,0.0023795742491478553,0.05222200784616374,0.0091324200913242,0.6169528587047398
27,808,122,9879,15857,0.0017027180425048874,0.050955414012738856,0.007693763006873936,0.6230056126631771
28,424,131,4750,7705,0.0036340038935756005,0.055029201817001945,0.01700194678780013,0.6164828033744322
33,847,174,9769,15994,0.0020632737276478678,0.05295735900962861,0.010879079654870576,0.6107915468300613
