attachment1,attachment2,diffusion1,diffusion2,total,attachment1_norm,attachment2_norm,diffusion1_norm,diffusion2_norm
4,95,46,1098,1820,0.002197802197802198,0.0521978021978022,0.025274725274725275,0.6032967032967033
1,0,4,0,5,0.2,0.0,0.8,0.0
36,730,85,9365,14951,0.0024078656946023677,0.04882616547388135,0.005685238445588924,0.6263795063875326
2,0,8,0,10,0.2,0.0,0.8,0.0
25,604,113,7222,11811,0.002116670900008467,0.051138768944204556,0.009567352468038269,0.6114638895944459
6,173,65,1991,3292,0.0018226002430133657,0.05255164034021871,0.01974483596597813,0.6047995139732685
12,130,42,1566,2543,0.0047188360204482895,0.051120723554856466,0.01651592607156901,0.6158081006685018
16,220,60,2990,4745,0.0033719704952581667,0.04636459430979979,0.012644889357218124,0.6301369863013698
33,644,122,7525,12307,0.00268140082879662,0.05232794344681888,0.009913057609490534,0.6114406435361989
7,219,40,2345,3929,0.0017816238228556885,0.05573937388648511,0.010180707559175363,0.5968439806566557
0,0,13,0,13,0.0,0.0,1.0,0.0
5,89,31,1172,1868,0.0026766595289079227,0.04764453961456103,0.016595289079229122,0.6274089935760171
0,18,8,263,386,0.0,0.046632124352331605,0.02072538860103627,0.6813471502590673
9,129,48,1735,2820,0.0031914893617021275,0.045744680851063826,0.01702127659574468,0.6152482269503546
24,494,136,5827,9429,0.002545338848234171,0.05239155795948669,0.014423586806660303,0.6179870611941881
41,779,177,8806,14310,0.00286512928022362,0.054437456324248776,0.012368972746331237,0.6153738644304682
14,284,95,3778,6116,0.002289077828646174,0.04643557880967953,0.01553302812295618,0.617724002616089
8,109,50,1478,2275,0.0035164835164835165,0.04791208791208791,0.02197802197802198,0.6496703296703297
20,274,69,3341,5411,0.0036961744594344852,0.05063759009425245,0.012751801885048973,0.6174459434485308
15,265,150,2964,4983,0.0030102347983142685,0.05318081477021874,0.030102347983142687,0.5948223961468995
6,46,11,558,918,0.006535947712418301,0.05010893246187364,0.011982570806100218,0.6078431372549019
8,99,44,1292,2167,0.0036917397323488694,0.04568527918781726,0.02030456852791878,0.5962159667743424
22,862,96,9733,16215,0.001356768424298489,0.053160653715695345,0.0059204440333024974,0.6002466851680542
9,118,48,1770,2811
4,100,20,1160,1851
0,0,2,0,2
0,0,3,0,3
4,48,18,524,834
14,314,79,3258,5457
0,0,3,0,3
10,199,45,2619,4174
0,0,1,0,1
0,0,4,0,4
3,56,48,953,1480
10,65,106,975,1581
7,164,71,1828,2913
8,203,46,2131,3661
23,710,92,8481,13793
32,514,155,6452,10207
9,166,67,2274,3620
11,131,32,2019,3097
12,335,85,5046,7906
17,322,44,3895,6342
0,0,1,0,1
12,371,86,4896,7856
10,58,11,814,1271
21,592,77,7087,11573
1,32,16,276,469
11,156,104,2535,3915
17,656,86,8076,13051
34,917,180,11141,17922
13,185,93,2219,3605
0,0,5,0,5
5,82,63,1097,1894
17,372,78,4232,6971
1,76,11,1105,1697
24,516,106,5566,9235
10,124,17,1437,2262
11,161,32,1684,2760
27,388,137,4649,7692
6,105,24,1141,1961
7,173,84,1908,3171
32,988,131,11570,18562
2,53,24,702,1167
62,1042,155,12998,20840
5,241,48,2789,4493
15,225,75,2697,4512
20,233,49,2724,4524
12,211,45,2464,4062
11,247,68,3150,5166
13,291,47,3005,4997
0,0,1,0,1
20,312,64,3573,5909
3,101,38,1021,1709
3,133,26,1451,2424
13,157,74,2135,3463
1,16,10,255,399
17,304,128,3344,5538
5,178,15,2179,3504
2,27,31,632,998
4,197,49,2196,3689
10,495,177,5667,9326
12,449,67,5114,8152
2,56,16,702,1090
28,445,146,5776,9305
16,407,83,4806,7742
37,1021,217,12060,19782
9,164,39,1897,3233
3,157,27,1736,2787
17,291,64,3231,5122
1,62,9,847,1296
9,271,64,3283,5322
19,466,111,5740,9419
1,6,22,208,311
8,163,52,1822,3085
6,213,47,2946,4738
4,153,70,1769,2829
6,288,36,3314,5414
21,378,134,4863,7833
5,109,75,1502,2329
19,446,95,5351,8771
0,0,4,0,4
13,143,22,1650,2668
15,210,101,2248,3731
29,720,123,9191,14370
39,771,167,8588,14198
20,498,81,6016,9877
34,770,175,9112,14770
2,44,9,522,910
3,46,1,540,891
6,60,20,863,1401
12,269,73,3280,5312
1,1,33,42,98
3,58,31,742,1179
9,69,43,827,1342
2,68,16,828,1360
36,446,90,5378,8727
12,241,66,2639,4496
0,0,1,0,1
3,18,38,226,357
15,362,128,4354,7232
1,17,9,233,384
11,245,27,2984,4805
0,0,1,0,1
35,956,157,11031,18089
1,0,0,0,1
29,811,143,9367,15340
2,99,35,1076,1880
0,46,4,459,786
14,206,27,2587,4184
30,555,147,6954,11261
7,205,47,2680,4235
12,138,55,1711,2784
2,72,38,700,1255
2,77,6,705,1194
27,726,107,8867,14218
9,185,29,2101,3515
9,148,9,1887,2891
8,256,48,3326,5243
13,310,47,3518,5889
40,943,108,11087,18044
2,121,9,1345,2130
5,274,92,3890,6263
3,98,14,949,1616
17,339,45,3931,6504
4,63,38,756,1259
5,114,28,1516,2470
5,99,21,1307,2238
4,103,53,1368,2377
0,0,1,0,1
17,516,53,5138,8774
0,25,24,345,593
4,43,38,490,888
0,0,0,3,3
38,508,166,6053,9912
35,692,167,8017,13241
6,266,67,3354,5408
1,0,0,0,1
16,599,76,7323,11884
15,314,75,4240,6606
32,967,143,11383,18197
9,211,60,2430,3936
21,725,95,8306,13398
15,286,93,3491,5658
3,11,23,183,354
4,85,14,1132,1927
3,38,11,302,540
3,320,98,3740,6090
10,171,29,2098,3326
5,16,24,237,382
1,0,0,0,1
5,125,32,1743,2779
22,319,59,4073,6586
0,0,2,0,2
22,599,114,7829,12486
33,785,163,9106,14817
0,0,1,0,1
0,72,14,1069,1554
26,591,170,7060,11664
4,197,24,2739,4277
15,328,163,4066,6703
44,695,211,8699,14166
9,84,39,985,1583
0,0,1,0,1
15,439,79,5193,8563
7,253,32,2682,4482
12,275,79,3258,5287
9,189,44,2631,4120
18,560,260,6739,11090
11,173,109,2175,3582
6,213,39,2560,4179
26,729,168,8908,14013
10,254,67,3177,4987
2,47,56,496,896
26,363,78,4417,7001
0,11,7,126,216
10,192,42,2588,4075
18,371,163,4365,7159
0,0,5,0,5
9,107,31,1400,2203
63,1068,328,13852,22259
2,8,23,145,243
0,10,6,111,188
11,90,64,1020,1735
8,74,19,1161,1803
7,180,55,2423,3781
1,0,11,0,12
18,550,49,6712,10836
5,374,79,4197,6730
16,417,159,5041,8301
9,262,64,3444,5433
1,47,33,507,865
11,131,120,1875,3080
10,220,72,2388,3986
9,33,30,436,722
0,0,4,0,4
6,112,24,1103,1980
10,188,50,2317,3753
23,864,84,9754,15878
10,118,74,1587,2536
19,486,97,5377,8791
1,17,3,184,281
2,24,18,249,433
35,739,116,9099,14623
17,279,35,3012,5008
7,94,60,1115,1877
8,120,72,1432,2302
2,197,36,2898,4455
1,0,2,0,3
1,2,12,10,36
15,300,71,3500,5574
0,0,2,0,2
12,453,97,5282,8737
10,269,21,3282,5389
15,174,103,2250,3710
20,269,93,2857,4742
4,33,7,333,559
5,45,37,680,1062
13,334,109,3886,6520
32,743,306,9140,14785
22,243,68,3116,4861
5,247,74,2607,4375
15,331,113,3598,6048
8,57,46,1004,1597
0,0,1,0,1
6,327,34,3628,5978
4,150,51,1927,3042
6,157,47,2176,3433
6,101,33,1232,2011
21,460,115,5428,9049
7,112,20,1397,2292
11,326,111,3839,6312
30,915,132,11261,17988
36,741,124,9028,14712
1,7,2,138,203
0,0,6,0,6
0,0,4,0,4
1,115,29,1026,1716
32,950,108,10795,17622
0,0,1,0,1
7,173,39,1809,3048
13,92,39,950,1635
14,228,45,2699,4446
11,315,27,3910,6454
8,140,35,1815,2799
2,25,16,253,451
24,971,105,11658,18653
10,212,31,2147,3638
1,13,19,244,347
10,270,51,3549,5706
4,139,41,1365,2248
45,902,201,11317,18546
13,405,63,4730,7450
0,0,2,0,2
19,561,65,6749,10964
6,99,19,1412,2156
5,113,33,1346,2201
12,269,45,3290,5321
4,54,14,568,936
0,0,2,0,2
6,89,40,1164,1925
4,58,69,712,1224
12,406,112,4394,7336
6,78,34,979,1622
8,241,80,2561,4396
3,0,51,23,77
7,137,59,1757,2747
11,264,64,3246,5087
4,109,63,1188,1975
9,66,19,838,1329
16,368,67,4041,6571
12,454,69,5103,8275
7,212,22,2633,4244
5,79,25,990,1626
1,110,58,1402,2306
5,100,3,1090,1726
33,606,80,7330,11648
4,40,19,637,937
18,387,114,4605,7568
8,356,21,4348,6979
1,113,60,1413,2314
19,397,118,4774,7709
21,600,127,6993,11528
17,491,50,5928,9596
37,880,167,10120,16392
4,113,18,1320,2126
1,3,31,50,110
29,537,45,6277,10092
42,875,175,10725,17488
21,499,85,5797,9345
1,0,0,0,1
0,0,1,0,1
5,202,16,2596,4069
30,741,104,8630,14076
1,33,11,403,625
15,321,47,4062,6466
4,98,52,1026,1774
0,0,4,0,4
0,0,1,0,1
5,84,53,1065,1734
4,189,70,2341,3729
6,118,9,1505,2369
2,85,10,942,1548
1,12,18,191,324
1,43,34,485,796
30,799,125,9395,15288
36,686,142,8626,13685
10,249,22,2944,4695
18,470,103,5235,8539
12,143,52,1794,2957
20,441,85,4952,8006
5,98,29,1043,1735
32,423,61,5017,8008
17,320,65,4186,6667
17,182,76,2406,3873
34,946,190,10698,17718
18,197,57,2808,4346
6,145,29,2016,3107
20,436,80,5486,8835
1,67,43,821,1386
12,188,75,2107,3558
17,383,99,4668,7504
40,667,126,8380,13411
18,413,86,4508,7531
8,255,37,2856,4724
0,0,3,0,3
11,426,73,5027,8188
5,134,75,1957,3209
9,126,40,1678,2622
9,250,72,2705,4530
15,55,64,647,1100
3,60,11,686,1150
9,327,27,4061,6306
7,162,41,1733,2806
14,345,122,3995,6571
6,86,66,822,1425
1,0,0,0,1
10,208,23,2355,3935
1,10,25,157,269
5,99,46,1460,2413
9,87,32,766,1396
0,0,3,0,3
20,308,38,3487,5659
3,83,41,838,1371
16,417,138,4958,7873
2,59,20,777,1254
1,19,2,234,367
0,24,2,336,498
10,261,80,3298,5302
9,223,65,2691,4311
13,200,113,2808,4412
13,452,92,4768,8248
36,961,231,11456,18595
18,492,161,5953,9398
3,70,23,875,1363
11,198,29,2519,4083
4,26,22,489,727
9,228,29,2769,4483
8,359,48,4028,6712
1,0,18,0,19
10,131,40,1731,2702
26,653,104,8401,13580
62,1319,260,15402,25485
15,307,84,3616,5910
2,49,41,511,816
10,243,61,2978,4861
46,936,121,10835,17556
4,29,10,375,567
25,605,78,6815,10877
5,37,29,512,821
9,187,61,2365,3822
0,0,3,0,3
2,40,21,407,672
11,334,36,3594,5998
7,117,36,1194,1957
2,23,11,423,664
7,200,51,2272,3684
16,290,55,3388,5531
31,847,120,9315,15293
15,324,58,4194,6848
1,107,29,1220,2009
7,315,51,3839,6356
7,120,58,1503,2407
22,354,59,4603,7319
16,260,115,3433,5524
3,38,23,475,759
2,74,43,779,1329
4,225,13,2680,4244
8,169,55,1964,3259
16,338,45,4154,6677
4,36,29,518,858
0,0,2,0,2
16,225,84,2727,4453
5,9,16,120,227
5,178,55,2062,3342
17,361,52,4086,6842
4,231,51,2832,4418
2,96,24,994,1695
16,626,186,7166,11738
15,224,38,2585,4250
6,207,55,2141,3677
5,7,23,135,230
0,0,1,0,1
8,365,48,4818,7656
0,8,11,57,102
9,122,107,1696,2737
11,427,97,5159,8370
18,621,51,7445,11808
4,98,36,1052,1734
8,360,51,4335,6831
10,321,20,3373,5482
8,296,31,3240,5270
19,378,110,4300,7058
4,254,14,2843,4731
11,333,43,4301,6962
19,247,39,3057,4866
6,46,56,642,1108
2,56,8,717,1151
14,393,95,4431,7074
6,71,27,1005,1573
32,770,120,9208,14898
12,385,66,4535,7267
6,58,30,793,1241
2,52,11,698,1077
4,72,31,926,1380
26,576,71,6435,10768
7,57,15,860,1341
0,0,5,0,5
11,293,60,3589,6007
20,596,230,6585,11041
15,391,22,4643,7510
4,109,38,1535,2459
13,138,85,1628,2763
0,0,9,0,9
14,553,93,6256,10129
23,342,66,4237,6826
3,205,47,2196,3762
3,94,74,1030,1744
3,73,17,796,1286
0,99,21,867,1469
0,19,27,259,443
8,206,58,2637,4218
15,302,108,3789,6092
12,236,100,2765,4429
17,416,55,4790,7683
22,752,173,8534,13844
1,28,28,345,602
37,571,101,7825,12262
2,77,43,811,1379
13,155,17,1779,2783
2,63,21,868,1444
10,188,68,2089,3464
9,160,33,1786,3068
3,32,41,356,639
2,167,21,1672,2704
15,367,46,4916,7540
2,38,29,407,684
2,120,15,1472,2485
17,411,163,5222,8444
32,584,266,6604,10856
32,919,140,10641,17206
18,668,124,7940,13249
12,556,71,6044,9923
17,349,27,4573,7065
8,414,81,4623,7531
2,79,63,890,1481
21,409,98,5173,8313
1,0,0,0,1
31,735,150,8393,14178
26,687,190,8612,13939
0,0,1,0,1
13,109,82,1321,2278
25,619,119,6526,10887
29,845,139,9564,15869
13,212,83,2615,4247
3,121,35,1293,2257
11,273,168,3646,6000
1,48,22,685,1093
6,124,30,1755,2812
10,364,69,4862,7764
11,387,145,4495,7482
31,649,147,7522,12379
13,412,144,4796,7906
4,57,32,605,1010
0,0,2,0,2
12,221,72,2378,3921
11,156,63,2145,3389
3,20,5,294,440
29,824,118,9040,15113
28,573,90,6204,10368
26,453,98,5589,9119
9,294,102,4057,6402
5,76,43,931,1500
57,1147,243,12651,21200
41,1016,128,11797,19311
25,717,98,8849,14244
3,228,59,2998,4756
1,150,37,1684,2797
4,127,19,1754,2638
17,566,129,6115,10221
5,128,21,1480,2330
1,0,0,0,1
6,73,29,858,1469
5,94,47,1084,1880
19,311,23,3661,5918
5,77,55,884,1485
1,0,20,0,21
0,0,1,0,1
6,203,50,2691,4305
0,0,1,0,1
1,150,19,1629,2660
24,424,163,5343,8494
22,426,140,5549,8775
12,166,70,2080,3392
2,86,7,812,1409
22,578,77,6928,11156
12,245,59,3016,4882
11,195,24,2303,3894
10,201,41,1972,3319
9,100,47,1053,1762
17,310,97,4041,6500
4,51,17,711,1164
1,32,18,366,636
23,545,100,6731,10810
1,85,24,968,1528
41,864,195,11187,17838
47,813,179,10147,16572
1,0,0,0,1
6,144,39,1617,2707
7,105,45,1085,1730
0,0,4,0,4
2,29,6,301,465
6,159,40,1858,2969
9,149,73,1610,2547
3,105,31,1330,2148
3,77,10,807,1300
5,127,30,1529,2487
16,735,94,8503,13730
0,0,3,0,3
20,222,58,2665,4434
4,105,29,1392,2283
43,714,128,8911,14086
7,175,24,2135,3459
16,273,116,3024,5030
30,483,82,5700,9188
20,659,106,7841,12749
0,37,34,389,649
6,274,38,3357,5470
20,187,82,2209,3636
4,194,33,2361,3732
15,132,33,1774,2713
28,461,129,4819,8175
6,35,49,337,585
59,1231,212,15234,24503
8,270,93,3324,5239
1,92,28,962,1614
0,0,1,0,1
11,208,73,2530,4103
9,119,108,1746,2850
19,321,82,3966,6396
0,0,2,0,2
8,277,32,2719,4473
10,198,39,2442,3936
8,159,48,1962,3161
2,113,11,1264,2087
16,268,80,3108,5022
4,37,27,593,964
1,25,8,282,440
6,12,39,120,240
23,390,94,4592,7578
56,1314,244,15570,25346
11,310,63,3196,5272
18,353,63,4526,7266
3,24,13,219,346
3,116,39,1344,2317
7,79,39,1110,1689
1,47,33,392,733
14,292,62,3534,5697
12,316,33,3559,5827
17,408,80,4539,7482
41,812,174,9539,15703
18,167,87,2339,3870
