A,B,C,Total
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.5,0.5,0.0,2
0.0,0.5,0.5,2
0.0,0.5714285714285714,0.42857142857142855,7
0.5,0.0,0.5,2
0.3333333333333333,0.6666666666666666,0.0,3
0.0,1.0,0.0,1
nan,nan,nan,nan
0.0,0.6666666666666666,0.3333333333333333,3
0.2,0.8,0.0,5
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,1
1.0,0.0,0.0,1
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.75,0.25,4
0.0,1.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.0,1.0,1
0.0,1.0,0.0,2
nan,nan,nan,nan
0.0,0.6666666666666666,0.3333333333333333,3
nan,nan,nan,nan
0.0,0.5,0.5,2
0.0,1.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,2
0.0,0.0,1.0,1
0.0,0.5,0.5,2
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.5,0.5,2
nan,nan,nan,nan
1.0,0.0,0.0,1
0.0,0.5,0.5,6
0.0,1.0,0.0,1
0.0,0.5,0.5,2
nan,nan,nan,nan
nan,nan,nan,nan
0.3333333333333333,0.3333333333333333,0.3333333333333333,3
0.0,0.0,1.0,2
nan,nan,nan,nan
0.5,0.0,0.5,2
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.5,0.5,0.0,2
nan,nan,nan,nan
0.0,0.2,0.8,5
nan,nan,nan,nan
0.0,0.5,0.5,6
0.0,1.0,0.0,1
0.6666666666666666,0.0,0.3333333333333333,3
nan,nan,nan,nan
0.0,1.0,0.0,1
0.0,0.0,1.0,1
0.0,0.5,0.5,2
1.0,0.0,0.0,1
0.0,1.0,0.0,1
nan,nan,nan,nan
0.3333333333333333,0.6666666666666666,0.0,3
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,2
nan,nan,nan,nan
0.0,0.0,1.0,1
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.5,0.5,2
nan,nan,nan,nan
nan,nan,nan,nan
0.15,0.65,0.2,20
0.125,0.5,0.375,8
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.42857142857142855,0.5714285714285714,7
0.25,0.25,0.5,4
