A,B,C,Total
0.16666666666666666,0.16666666666666666,0.6666666666666666,6
0.0,0.3333333333333333,0.6666666666666666,3
0.0,0.3333333333333333,0.6666666666666666,12
0.0,0.3333333333333333,0.6666666666666666,3
0.0,1.0,0.0,1
0.0,0.0,1.0,3
nan,nan,nan,nan
0.0,0.5384615384615384,0.46153846153846156,13
nan,nan,nan,nan
0.18181818181818182,0.6363636363636364,0.18181818181818182,11
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.2,0.8,5
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.0,1.0,1
0.4,0.2,0.4,5
0.14285714285714285,0.5714285714285714,0.2857142857142857,7
0.0,1.0,0.0,1
0.0,0.3333333333333333,0.6666666666666666,6
nan,nan,nan,nan
0.1,0.3,0.6,10
0.05263157894736842,0.5263157894736842,0.42105263157894735,19
0.0,0.9166666666666666,0.08333333333333333,12
0.125,0.5,0.375,8
0.15384615384615385,0.38461538461538464,0.46153846153846156,13
0.0,0.4166666666666667,0.5833333333333334,36
0.16666666666666666,0.3333333333333333,0.5,12
0.09090909090909091,0.6363636363636364,0.2727272727272727,11
0.3333333333333333,0.0,0.6666666666666666,3
0.0,0.75,0.25,4
nan,nan,nan,nan
0.0,0.0,1.0,2
0.09090909090909091,0.36363636363636365,0.5454545454545454,11
0.0,0.8571428571428571,0.14285714285714285,7
0.0,0.3333333333333333,0.6666666666666666,3
nan,nan,nan,nan
0.0,0.0,1.0,2
0.07692307692307693,0.3076923076923077,0.6153846153846154,13
0.0,0.0,1.0,2
0.0,0.6666666666666666,0.3333333333333333,6
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.5,0.5,4
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.2,0.8,5
0.0,0.42857142857142855,0.5714285714285714,7
0.0,0.5,0.5,2
nan,nan,nan,nan
0.0,0.6666666666666666,0.3333333333333333,3
0.5,0.0,0.5,2
0.3333333333333333,0.3333333333333333,0.3333333333333333,3
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.0,1.0,1
0.18181818181818182,0.45454545454545453,0.36363636363636365,11
0.14285714285714285,0.2857142857142857,0.5714285714285714,7
0.5,0.0,0.5,2
0.0,0.0,1.0,2
0.125,0.375,0.5,8
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.1,0.6,0.3,10
0.3333333333333333,0.6666666666666666,0.0,6
0.0,0.5,0.5,6
0.0,0.6,0.4,5
0.0,0.5,0.5,2
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.5,0.5,2
0.4,0.2,0.4,5
0.0,0.2857142857142857,0.7142857142857143,7
0.5,0.5,0.0,2
0.0,0.6666666666666666,0.3333333333333333,3
0.0,0.75,0.25,4
nan,nan,nan,nan
nan,nan,nan,nan
0.1111111111111111,0.4444444444444444,0.4444444444444444,9
0.0,0.3333333333333333,0.6666666666666666,3
0.0,1.0,0.0,1
0.0,0.5333333333333333,0.4666666666666667,15
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.75,0.25,4
0.0,0.5,0.5,30
0.0,0.5,0.5,6
nan,nan,nan,nan
0.0,0.2857142857142857,0.7142857142857143,7
0.0,1.0,0.0,6
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.25,0.0,0.75,4
nan,nan,nan,nan
nan,nan,nan,nan
0.5,0.0,0.5,2
0.1111111111111111,0.2222222222222222,0.6666666666666666,9
nan,nan,nan,nan
0.0,0.42857142857142855,0.5714285714285714,7
0.0,1.0,0.0,1
0.08333333333333333,0.5833333333333334,0.3333333333333333,12
0.0,0.5,0.5,6
0.14285714285714285,0.5714285714285714,0.2857142857142857,7
nan,nan,nan,nan
0.15789473684210525,0.47368421052631576,0.3684210526315789,19
0.0,0.25,0.75,4
0.10526315789473684,0.42105263157894735,0.47368421052631576,19
nan,nan,nan,nan
0.07407407407407407,0.48148148148148145,0.4444444444444444,27
0.0,1.0,0.0,1
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.3333333333333333,0.6666666666666666,3
nan,nan,nan,nan
0.0,0.0,1.0,2
0.3333333333333333,0.0,0.6666666666666666,3
0.0,0.2222222222222222,0.7777777777777778,9
0.0,0.3333333333333333,0.6666666666666666,3
nan,nan,nan,nan
0.1111111111111111,0.5555555555555556,0.3333333333333333,27
nan,nan,nan,nan
0.0,0.0,1.0,3
0.0,0.47368421052631576,0.5263157894736842,19
0.0,0.3333333333333333,0.6666666666666666,9
0.0,0.0,1.0,2
0.0,0.2857142857142857,0.7142857142857143,7
nan,nan,nan,nan
0.2,0.2,0.6,5
0.0,0.0,1.0,2
nan,nan,nan,nan
0.0,0.2,0.8,5
0.5,0.5,0.0,4
0.25,0.75,0.0,4
nan,nan,nan,nan
0.05263157894736842,0.631578947368421,0.3157894736842105,19
0.13043478260869565,0.4782608695652174,0.391304347826087,23
0.0,0.6666666666666666,0.3333333333333333,3
0.0,0.6,0.4,5
nan,nan,nan,nan
nan,nan,nan,nan
0.14285714285714285,0.5714285714285714,0.2857142857142857,14
0.08333333333333333,0.9166666666666666,0.0,12
nan,nan,nan,nan
0.0,0.3333333333333333,0.6666666666666666,3
0.0,0.0,1.0,3
0.0,0.0,1.0,3
0.0,0.36363636363636365,0.6363636363636364,11
0.0,0.5,0.5,2
0.0,0.5,0.5,2
0.0,0.0,1.0,4
nan,nan,nan,nan
0.0,1.0,0.0,3
0.0,0.6666666666666666,0.3333333333333333,15
0.4,0.2,0.4,5
nan,nan,nan,nan
0.0,0.375,0.625,8
0.0,1.0,0.0,1
nan,nan,nan,nan
0.16,0.2,0.64,25
nan,nan,nan,nan
0.0,0.6666666666666666,0.3333333333333333,3
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
0.5,0.5,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
0.14285714285714285,0.42857142857142855,0.42857142857142855,7
0.0,0.5555555555555556,0.4444444444444444,9
0.0,0.6666666666666666,0.3333333333333333,3
nan,nan,nan,nan
0.0,0.625,0.375,16
nan,nan,nan,nan
0.0,0.0,1.0,1
0.0,0.0,1.0,2
1.0,0.0,0.0,1
0.0,0.75,0.25,4
0.0,1.0,0.0,1
0.0,0.5,0.5,4
0.5,0.0,0.5,2
0.09090909090909091,0.2727272727272727,0.6363636363636364,11
0.0,0.5714285714285714,0.42857142857142855,7
0.3333333333333333,0.6666666666666666,0.0,3
0.125,0.25,0.625,8
0.0,0.5,0.5,2
0.0,0.8,0.2,5
nan,nan,nan,nan
0.0,0.8,0.2,5
0.125,0.25,0.625,8
nan,nan,nan,nan
0.16666666666666666,0.6666666666666666,0.16666666666666666,6
0.0,0.6666666666666666,0.3333333333333333,6
0.0,0.5,0.5,4
0.0,0.0,1.0,1
0.18181818181818182,0.5454545454545454,0.2727272727272727,11
0.0,0.4,0.6,10
0.14285714285714285,0.5714285714285714,0.2857142857142857,7
0.0,0.6666666666666666,0.3333333333333333,3
nan,nan,nan,nan
0.5,0.0,0.5,2
0.058823529411764705,0.6470588235294118,0.29411764705882354,17
nan,nan,nan,nan
0.0,1.0,0.0,1
0.25,0.5,0.25,4
nan,nan,nan,nan
0.1111111111111111,0.5555555555555556,0.3333333333333333,9
0.0,0.5,0.5,8
nan,nan,nan,nan
