A,B,C,Total
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,3
0.0,1.0,0.0,2
0.0,0.0,1.0,1
0.0,0.5,0.5,2
0.0,1.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.0,1.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.0,1.0,1
nan,nan,nan,nan
0.0,1.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,3
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.6666666666666666,0.0,0.3333333333333333,3
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,2
nan,nan,nan,nan
0.0,1.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.0,1.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.5,0.5,2
nan,nan,nan,nan
1.0,0.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.3333333333333333,0.3333333333333333,0.3333333333333333,3
nan,nan,nan,nan
1.0,0.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.0,1.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,0.0,1.0,1
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,1
0.0,1.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
1.0,0.0,0.0,1
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
