A,B,C,Total
0.04648760330578512,0.32644628099173556,0.6270661157024794,968
0.03571428571428571,0.33379120879120877,0.6304945054945055,728
0.02990897269180754,0.32249674902470743,0.647594278283485,769
nan,nan,nan,nan
0.04288210781018954,0.3396961957252319,0.6174216964645786,7439
0.040439052570768345,0.35008665511265163,0.60947429231658,1731
0.037758830694275276,0.3471376370280146,0.6151035322777101,821
0.04703992657182194,0.3405231757687012,0.6124368976594768,4358
0.034613761080624736,0.32925284930350357,0.6361333896158716,2369
0.036920087442312365,0.3364100072868594,0.6266699052708282,4117
0.03329223181257707,0.3366214549938348,0.6300863131935882,811
0.04207920792079208,0.34282178217821785,0.6150990099009901,2424
nan,nan,nan,nan
0.03237410071942446,0.3669064748201439,0.6007194244604317,556
0.031018206338503034,0.3256911665542819,0.6432906271072151,1483
0.042617046818727494,0.3475390156062425,0.60984393757503,1666
nan,nan,nan,nan
0.042735042735042736,0.3504273504273504,0.6068376068376068,351
0.046438123024556285,0.34840748845125213,0.6051543885241916,4113
0.03313953488372093,0.3546511627906977,0.6122093023255814,1720
0.03824596109462578,0.33300362677217277,0.6287504121332015,3033
0.03408587870739265,0.3284639220894201,0.6374501992031872,2259
0.046460176991150445,0.3329646017699115,0.620575221238938,904
0.04924831518921721,0.3203732503888025,0.6303784344219803,1929
0.0387291280148423,0.33186456400742115,0.6294063079777366,4312
0.04430379746835443,0.3322784810126582,0.6234177215189873,632
0.046181172291296625,0.34067495559502664,0.6131438721136767,2815
0.040392383150605886,0.33525678015002885,0.6243508366993653,1733
0.04013015184381779,0.34598698481561824,0.613882863340564,5532
0.049515058703420115,0.3236345074017356,0.6268504338948443,1959
0.0316622691292876,0.3311345646437995,0.637203166226913,758
0.04195804195804196,0.32167832167832167,0.6363636363636364,1573
0.0405135045015005,0.3294431477159053,0.6300433477825942,5998
0.04290091930541369,0.3442288049029622,0.6128702757916241,979
0.051364365971107544,0.32102728731942215,0.6276083467094703,623
0.038834951456310676,0.3320388349514563,0.629126213592233,515
