area,ne
-6.688260610186678e-05,196
0.00033562663916911857,120
-3.673369101132821e-05,50
0.0,0
0.00010226523458212724,231
0.00023692124451792174,45
8.939565498736752e-05,36
-0.0001627883607335207,88
-2.7050849616174564e-05,57
0.00012859459781833766,114
7.932452686892501e-05,27
0.0004283721533359253,55
-9.959029870097186e-05,109
-6.919145220265805e-05,112
-1.4059099666020695e-05,20
-2.3746071367893487e-05,171
0.0006014954916087288,105
4.596207203946382e-06,81
0.0003645334534456784,58
-7.506704297541898e-05,118
3.412298719900362e-08,2
-0.0003286427691777133,35
0.00034511708699600175,94
1.2882440678836777e-10,2
0.0008317516365011089,218
-0.0005662955159978202,59
-2.9342643592588855e-05,51
0.0006271569153150106,114
0.00011954086548889954,27
0.0,0
0.00040752451365620295,203
0.0002233752901767192,93
0.0,0
-2.0622647930436145e-05,17
-0.00011921841699829146,149
3.7453459542741685e-05,44
-0.00011667715454630046,16
0.0003016635113305408,77
-0.0005442552659480068,88
-0.0004875409422155474,32
0.0,1
0.0005629659594064635,184
0.00040396505804596165,239
-0.0006731966499674965,158
-3.8812154672479516e-05,63
0.0,1
0.0003884580215760955,29
-0.0004835509614291115,204
0.00033274818641439857,134
-0.0008736393758490022,165
-0.000665313271021728,45
-0.0003451463057508074,109
-0.0007377335961984716,113
4.372519943999509e-05,76
0.0,1
6.527638228771048e-05,117
0.00010851045600083762,8
0.0003354968834069715,51
-0.00015258327772386384,18
-0.00042301350634310836,65
8.969890138758013e-05,20
0.00011715634835250014,41
-1.3739511468012083e-07,3
-0.0002924711496768984,48
-0.00022909340778533237,106
0.00025358673673849425,58
0.00024896568495431036,36
-0.00025499602369815814,140
6.545759398794742e-05,149
-0.0006221835282945919,395
0.0,1
3.2055539972746743e-06,12
-0.00045528131402928297,97
-1.2028683163718212e-07,3
1.326724028232731e-07,90
-0.0005394401559800489,229
-2.6859686990804808e-05,68
-8.668041002784253e-05,161
-0.000650699294042554,129
0.000328391611663934,53
7.898558136098633e-05,54
0.0006128526480451517,84
0.0010183245094749997,137
-0.0005849489488489432,56
0.0008648557739968841,180
8.969276306832662e-05,226
3.2292611612590715e-07,116
1.0703887039851786e-05,149
0.0005250653218967281,54
3.416737955142261e-05,9
0.00023129994554698787,145
-0.00012785209547719686,220
-9.735756107139762e-05,45
0.0007274148669890612,57
-0.0002779061094771261,140
0.0,1
0.0,0
0.0,0
7.6075101630855115e-06,90
-0.0003322107038063762,36
area,ne
0.0,0
4.9552488399248686e-05,61
-0.00031441096516635525,109
1.173429333101216e-05,257
-0.0003789711117151758,60
-0.0005418886441608155,41
-0.00022187103646953996,65
7.252236850674736e-06,7
-8.980674629154092e-05,15
-0.0006055862554040338,58
-0.00029610975776061746,202
2.020777385204038e-05,5
0.0,0
-1.3831830750816678e-05,157
-1.170948756207096e-06,86
0.0,0
0.0002170258967571446,29
-0.00024781365715214357,14
0.0,0
1.7661849604655529e-07,6
-0.0009101772418970421,175
-0.00020118331220928497,23
-0.0005832483592298538,89
-0.0007458330734308059,102
4.471372929456345e-05,178
-0.00021412639977689304,16
2.4099303645259125e-05,125
3.2978861043113615e-05,15
0.0006713619464798664,110
-0.00010113141101199892,210
-9.732601644917667e-08,3
-3.600081164459898e-07,344
6.120749992457827e-06,19
-0.00013260410640790533,65
-4.58224411924007e-06,115
-0.00034134622962487946,36
-0.00039576695158984504,33
0.0,0
-0.00027856739024505314,68
1.2780113481052515e-05,59
-0.0001501143878977586,17
-0.0006387734660456651,51
0.0003008534752613216,62
0.00017473607915236133,93
-0.00013903464820927064,80
2.998590357487722e-05,128
7.869377851666055e-05,41
-6.756510105937408e-05,53
0.00022658453061484915,197
8.357709073844108e-07,4
-0.0007319590683786821,59
-8.996627620143393e-05,173
3.4364964011693e-05,14
-0.000622760861567885,117
-0.0003901662613123418,103
0.00018328691323749594,28
0.0,1
0.00013732626894221475,150
-0.00011998216516179948,47
0.00014912730320997024,58
5.026311154781845e-06,117
-0.0008581972036271529,217
-3.9506463969616054e-05,142
0.0004833100647445586,88
-0.00016803084290172346,30
-0.00018745034518111506,137
-8.72257342303386e-05,194
0.00042047760642053726,212
-0.0004680333601766513,99
-0.00024532963717727527,254
6.33840895084521e-05,18
-0.0004669587596436016,62
-0.00010419552305715122,12
0.0,0
-0.0012255554596160767,251
-2.9789381637970796e-06,138
0.00043698772317951053,126
0.00034914221662492426,159
-0.00022287495104167024,221
-0.0006722533137279915,70
8.880676019154104e-06,289
-0.0001451821120683901,135
-0.00046831456197307013,33
0.00026856718003908747,39
-0.0006469734661830559,46
0.00022776935350870802,150
0.00021988377193228863,139
-5.083393078373106e-07,233
-0.00022542848695450605,64
5.991644254602431e-05,31
0.0,0
8.243593633209356e-05,378
-1.0440376479564248e-05,37
-0.00021037046797611436,22
-0.00013969146184695272,130
0.00029505769736014857,111
5.203471287318216e-07,9
0.0006477149776475963,38
0.0001720490966169226,38
3.497885321819006e-05,133
area,ne
9.18568394918942e-05,75
-0.0004075273227186292,27
0.00027056045361888577,147
0.0001606138687727321,12
0.0007644735503547074,65
-0.0002779392241953754,101
0.0,0
3.310462457865367e-05,172
-0.0011619554544522526,89
2.0937300133449007e-06,165
-0.0005730753842404273,114
-0.00016653782222361056,18
-0.00011980846658121235,19
-0.0004065093602065248,86
-0.0005019920461771692,35
-0.00042221047468631273,59
0.00011610001345534223,44
-0.00029267474905338994,103
-0.0004101575762974768,125
0.0,0
0.00016947801402828573,62
-0.00017505671818214726,133
-4.9370907320175985e-05,152
0.00010201057512465844,189
0.0002672780332763859,208
0.0001817209653472577,153
-0.00018790388973455744,28
0.00036462337796289466,259
8.384702141825354e-05,266
-3.0727218422072156e-05,215
0.00010759350292821096,117
-1.9024898780013482e-06,45
0.0008022222988667022,175
-0.00012729750490739065,161
0.0,0
0.0006676073055788527,160
0.0003173905183290052,256
-0.00039384211759040637,147
0.0001100972743802034,11
0.00010695066215076675,32
-0.00019313447729111852,41
-0.00029823801116602073,38
0.00028603014851244664,116
1.0983636307601059e-10,2
0.0005723174445774423,26
-0.00035064502132339033,132
-1.3195097146675005e-05,38
0.0009187468030351624,91
0.000701925784011635,276
0.0003286765233306009,33
-5.40035004031092e-05,13
0.0,1
-0.0005268457020899646,35
-8.353994153198863e-06,80
9.258009458097424e-05,245
-0.00041413181218379535,46
0.0005308859197194471,33
-4.5026734417716114e-05,17
5.112297930584388e-05,16
-0.0005356663050649323,31
-0.00018200621280847925,97
-5.8530497915139685e-05,36
-0.00010735457559506325,225
0.0,0
-1.5772758808993122e-07,3
0.0,0
3.0109102739571343e-05,71
-1.301363723498441e-06,12
-0.000132921992522699,123
-2.1665235649850544e-05,13
-0.0005438957441750367,331
4.6146393158691e-06,174
-0.00012204341777430229,34
-6.854145611792207e-05,58
-3.2779478647753647e-07,5
0.0003751578373366557,82
0.0005396661702948384,70
0.0005059746946286875,58
0.00039971424025143085,102
0.0004601534743038026,87
0.00016286194619201098,90
-7.545258248306052e-05,168
-0.0003369807956852739,42
-1.2501275752311783e-07,3
-9.230600122985976e-06,87
-0.0001041103306386181,50
-0.00037403081175885005,50
-2.0061293195419403e-05,66
-7.108532623202874e-05,16
0.000830913426752279,141
0.00012557497158343864,103
6.0394713133763675e-05,27
-0.0003498949134035185,57
0.0,0
-0.00018118103108729264,10
-4.4041912816021914e-05,184
0.0001267611588648285,20
0.0004039167999818528,46
-0.00016551926931232498,117
0.0002993435125342963,201
area,ne
-2.3971889054299647e-05,144
0.0,1
0.00019079111106148607,148
-2.313107193796808e-05,258
0.0,1
-0.0003978427097115366,164
4.504283294349574e-05,16
-0.00010829524880340344,37
0.00039698774948895057,209
-0.00017345580702546592,67
-0.0001431188756033784,66
-0.0005087517270898462,93
4.4368967952192516e-08,4
0.00011634843885392297,45
-0.0003205992259927946,51
0.00011920135745052602,111
0.0005952963496172086,88
0.00028755918313725867,54
-4.160332339693026e-05,158
0.0,1
0.0003168995030030514,97
5.931389730665148e-05,79
-2.7670896495314712e-05,8
-0.00040062541889432883,103
-0.0006345057722061726,222
0.00023643239362881,32
0.0005119835532974096,147
0.0,0
0.00010128965811472417,60
-0.0003713678145632816,22
7.037947263027019e-05,174
0.00022528654393443417,112
-0.00033412034579720525,94
0.00035882962104540766,25
2.2346910239662485e-05,83
-0.0001741476467009602,232
6.2475813041337745e-06,203
0.001132129132677229,279
0.0004089974615328777,26
-0.00035817241495935743,28
0.00040094974594828014,35
1.0819465086397372e-08,2
-0.0005677120304269694,27
-0.00011368231393817797,126
-0.00011367582770302664,253
0.0,0
0.00020443107981810962,84
0.0007174751125875188,105
-0.00026432587124810354,35
-1.0677610195609633e-05,47
0.00011953776910478267,262
-0.00020099089151349704,76
0.0005393157550693497,140
7.005785864479082e-10,2
0.0008763410540010055,150
2.0242655997765315e-06,262
-4.849298857981913e-05,121
0.0002561665200501208,38
5.727749286438223e-05,77
0.0003465052071267906,67
0.00010895692284618248,80
5.397522822084712e-05,28
8.792122766951036e-05,79
0.0001515973012460772,92
8.48574663529765e-05,4
0.0,0
0.0,1
-0.00034177387481002615,92
0.00030320309792122223,45
-0.0002275536023138518,63
0.0,0
0.0002510066613105545,27
0.0,0
0.00017186080195220297,192
-9.624664884777649e-05,57
3.144404008281767e-05,116
0.0002694810089580916,25
-0.0003811231584696818,146
-3.3545830606935997e-06,105
0.0001479696722070014,88
0.000362264668839912,57
8.354083520469401e-05,82
1.491678219127055e-05,160
-0.0005165357337767275,76
-0.0002497148127779271,100
0.0006619508060405141,47
0.00030216363909353107,224
0.0,0
1.2307969338502158e-05,156
-2.722839268058977e-07,4
0.0007910353176526977,159
-0.00024972527832845556,90
8.49377426941511e-05,18
0.00013591249029856867,56
-0.0009237115451507564,200
-0.0003604548059385836,44
5.8537178966243114e-08,2
0.00024366857196642114,195
-0.0005204513277821284,174
0.0,1
area,ne
2.4877563102943003e-05,41
-0.0005396022098672722,64
0.00016598780090190874,72
0.0003006934037868053,87
-9.352870199978827e-05,14
-0.00022672185019043976,67
-0.0007466695153573909,90
0.00013470757251630433,184
-5.7212019916787824e-05,19
-0.00010883045902587498,131
0.0008868193854572351,176
8.854752913483418e-05,58
1.2477403031888044e-06,4
0.0,1
0.0004963450740860399,13
0.00017065140743805575,76
-0.00011501130945697288,83
-2.9943426568082347e-07,170
-9.786774736911133e-05,155
0.00014413464861417333,68
0.0006386582729255095,99
-4.537897689715845e-05,16
3.3847675141186317e-07,4
0.00028709109809215534,244
0.0001524046318697093,110
0.0,0
-3.534563580708665e-06,115
0.00011092942207825812,23
-0.00010785554128692388,111
-1.3545916059342128e-05,135
0.0005218969223197624,206
-0.00019979095692663153,238
0.0,0
-2.422726210370047e-05,130
5.8929988840830966e-05,70
8.911169817832644e-05,23
-2.5033910008871056e-09,2
-0.0008587239692186675,190
1.6561118417613382e-07,2
-0.0003321843835297899,33
0.0002292190011748921,201
0.0004898555934816894,42
-0.00010175992144270095,178
-0.0010439103396288408,143
4.730703117719352e-05,15
7.204771283698057e-05,130
-0.0008533568115193194,122
9.318723224092295e-05,115
0.0007636904525401248,120
0.000548063663501024,217
0.0003323059342415529,80
-0.0001799086039015511,14
7.608736485477484e-05,9
0.0003287434009190101,122
-0.0002598860255922129,119
0.0,0
-0.0005015448422796728,179
0.0006668098808466627,141
-5.992827011332478e-10,2
6.784672236511009e-06,140
-0.00017871265599509237,76
-0.00018560010324704453,70
-1.7804462484640392e-05,106
1.3014592933064297e-05,239
1.2345180252112674e-05,44
0.0,0
-0.0007566232453591835,128
-0.0008740387313991728,251
-0.00032500884738494265,221
-0.0003910781827490347,32
-0.00037203214250062133,125
-0.00023629126708498338,14
-0.000505385793443196,124
0.0,1
-0.0005420870268838604,333
0.00022687404275775877,46
-0.0005551230566449885,96
-8.986020777987566e-06,20
0.0001885524410044336,22
0.0004783926231844545,81
-0.00012548340352995957,137
-0.0003374802870487386,63
-9.776822220635719e-05,22
8.581982862733819e-06,75
-0.00043701840897513605,73
-2.9430239086090526e-05,64
0.0006137852220486962,151
0.0006743633553438655,46
0.00014279288055728555,197
9.176398382047837e-07,276
0.0011094512742847883,193
0.0008533574585301327,154
-0.00014815327739687575,117
-0.000175380882293428,112
0.0007768811960620933,403
0.00036129850355564366,43
-0.0008170266534896569,53
-0.0008736140746996131,233
-8.512146924375641e-05,72
0.00019471671290887654,31
area,ne
-8.832261657602557e-05,303
8.522680180303243e-05,229
0.0001107286790905079,38
0.00011485873039453232,127
0.0004472009592829506,83
3.541842081053785e-05,243
0.00015789432173826792,55
2.815564935745652e-05,112
2.866311741400625e-07,57
-9.34832927252914e-07,42
0.00019493574540580227,18
-0.00010938518972422511,84
-0.00041540017709839055,28
-4.900571933650209e-06,154
-0.00022953788427900628,84
0.0010914649480920973,204
-0.00018883780768648366,75
0.0,0
-0.0008430827218361289,145
8.363599138205071e-09,3
0.00020115175088305097,45
0.0006263755677739655,119
-0.0001106630184982038,22
-0.0005981382403201748,219
0.0,1
0.00014625654571341162,85
-0.00038413439663867265,130
0.0002671960390373017,79
0.0002178746293034056,67
6.208671637147629e-09,2
8.368383880147995e-05,185
0.00019044574621253734,136
1.1389839859549086e-05,152
-5.9239589076259445e-05,141
-0.00018439216351113475,65
9.718678745333335e-05,97
0.0004163525049472877,130
4.2840348387911994e-06,137
-4.729785396940594e-05,18
0.0005250069162296172,72
9.667970932623111e-05,10
0.0,0
0.0,1
2.434677854662496e-08,134
0.00019703330296231297,162
0.00014118926092076094,196
-6.637072000541862e-05,27
-0.000868199173960391,92
-7.306771078190503e-09,2
0.00015419730308762297,58
-0.00044177572209232305,51
-4.655606467920889e-05,23
0.0002741732058388166,17
0.0006004420848144314,155
0.000389393569139969,170
-0.00013711184617721427,80
-9.423350117092349e-05,161
6.959791519451012e-05,243
0.0006700649160709559,46
-7.062763486400123e-05,111
-0.000431320836752588,183
-0.000520853245016558,85
5.8929187898637016e-05,12
9.745798301999936e-05,255
-0.00037814440096905697,83
0.00048305599302947113,42
-0.0005986983747490204,69
-5.6585592351186074e-05,59
-0.0006688835123463016,156
-0.0003409911577084755,100
-1.280857544329004e-05,73
0.0,0
0.0007584442102824955,25
-0.0003033911477101,20
-0.00014059496735079792,209
0.00010101068557938654,86
-8.617293365146095e-05,61
-1.900003809684564e-06,98
0.0,0
0.0,1
0.0004597455625740674,51
0.0001263495397640388,106
2.3884451811444035e-05,209
-5.3530132387196526e-05,64
0.0,1
-0.000847595854710339,191
2.8226180535119518e-08,2
0.0,0
1.423445739118816e-05,10
-4.716285789925306e-07,174
0.00042863579216752555,118
0.0002129253845521364,85
-0.00015224090526014041,111
0.00028887154726560355,12
0.00017149813689607547,131
-4.4238266831002535e-07,5
0.000140192729093266,143
2.1576079205465183e-05,12
-4.96067902135955e-06,127
0.00033592157154799896,89
area,ne
0.00012989149898046676,113
3.207223197324045e-05,86
0.00038294261009884655,125
0.0006683956008051201,57
-0.00015252308308538767,29
-0.00014616091971778302,88
0.0,0
4.431587323978628e-05,76
-0.00030980828798755846,23
-0.0002459565490546869,186
0.00034922297194616813,67
-0.0001595229438458663,140
0.00028772301890976734,120
0.0,1
9.257258329290894e-06,236
0.0,1
0.0,0
-0.00013297392949760184,79
0.0007386680549018575,202
0.0002634591533871179,65
-0.00016926632293596391,69
-0.00018003295716937805,67
0.00013871294496245717,57
0.00028100115767183855,35
0.0001843194843995333,73
-6.4928758175174e-05,141
1.9137884117063617e-06,188
-0.0007772840114362537,238
0.00039426439477147643,119
0.00014292375195495952,159
0.0002210960662330896,101
1.1383701759926902e-08,2
0.00041040312707775885,129
-0.00014156992116565387,7
-0.0004125285020843132,220
4.9420851280121906e-05,122
0.00015750501362665485,30
5.38616795958649e-05,302
3.0432624183210482e-05,165
-8.103834293304448e-05,5
-0.00031812623760017896,76
1.9892984614814793e-05,173
0.00012528220726215167,52
3.448953068288933e-05,79
0.00010576676314868037,137
6.176944042680849e-05,137
-0.00040373895687107766,147
0.00035688611152046685,56
4.4920745681676615e-06,54
-0.0005491887341058069,111
-3.320292912712333e-07,3
4.9844773282880057e-05,80
-3.524740191934264e-05,209
0.0001182079484685412,42
-3.083507684908934e-06,13
0.00014440747816779677,280
0.00026279172565192344,221
-0.0002650260798098407,213
-2.7318760782295612e-05,25
-0.00034210332150867137,38
0.00022443971269501693,41
-0.00024405891752283005,142
0.0,0
3.5123481009529424e-05,52
0.0008877975980745844,193
0.0005439172522160166,108
-0.0003957375382080986,156
0.00018416059988876496,26
5.5205375750684965e-06,21
-2.892641276227762e-06,29
-0.00022839739135802154,46
-7.892827934064976e-05,322
0.0003964270799431482,110
6.388198433458324e-05,132
-0.0001584280200036283,22
0.0,0
-0.00018985168277770094,17
2.2541489296926347e-05,77
-0.0009675362983967156,177
-5.189017457601073e-05,104
-5.884279925813291e-06,148
3.0348213221892113e-06,10
-9.853486800823559e-05,164
-0.00015813215809604562,19
0.000824959420163489,189
7.78069604497216e-05,154
-0.0002938786415664039,99
-5.901769109756757e-05,77
2.346964097415543e-05,134
-9.482610278205993e-05,216
0.0002300988223640152,72
-0.00045253706754782864,74
-0.00015033518500215563,34
-0.00031455851911183283,67
-0.0005790062703100135,247
-0.00011315490700255505,91
-0.00039829795604020543,125
-0.00045793860130177423,212
4.7357389567705515e-06,66
0.00040295743411165495,18
area,ne
-0.0006977441515047661,125
0.0,0
3.857509174295676e-05,44
0.0008255786949411964,153
0.00015464286748598024,116
0.00031031238267205125,64
0.0001230626001751501,187
0.0004762138402827729,124
2.2204000715618275e-05,100
0.0004047656060446221,26
-4.534057649004461e-05,99
4.6441330163488086e-05,141
0.0005357259542166362,61
-0.0002711214859115534,56
0.0006740304761237198,114
-0.0001723336571235564,109
-8.704331613164506e-05,49
9.844170085072789e-05,9
0.0,1
0.00028855799454037675,206
0.0002420250404617329,47
-0.0002069764124660276,80
-0.000186154094339985,27
-0.0006049783278595439,346
-6.382213124110423e-05,88
-0.0003492021490190004,40
0.00021261550970529008,61
0.0,0
0.0005822414072009747,24
0.0003413599788076074,62
6.697811289446919e-05,95
0.0001394464453149056,83
8.468548185445423e-05,83
-0.00023007825861995278,57
0.0,0
0.0005118352355803701,155
0.0004044478522952111,57
0.0,1
0.0,0
-0.00026976574281404095,226
