Ratio Hole A,Ratio Neighbors,Ratio Outer Holes,Total
0.02046783625730994,0.32456140350877194,0.6549707602339181,342
0.03054989816700611,0.29938900203665986,0.670061099796334,491
0.03896103896103896,0.3203463203463203,0.6406926406926406,462
0.015488867376573089,0.32236205227492737,0.6621490803484995,1033
nan,nan,nan,nan
0.037383177570093455,0.3364485981308411,0.6261682242990654,107
0.03666666666666667,0.30666666666666664,0.6566666666666666,300
0.02348993288590604,0.23825503355704697,0.738255033557047,298
0.015296367112810707,0.30975143403441685,0.6749521988527725,523
0.031578947368421054,0.29473684210526313,0.6736842105263158,95
0.023603461841070025,0.2840283241542093,0.6923682140047207,1271
0.0392156862745098,0.29411764705882354,0.6666666666666666,153
nan,nan,nan,nan
0.027777777777777776,0.3368055555555556,0.6354166666666666,288
0.02857142857142857,0.28270676691729324,0.6887218045112782,665
0.021367521367521368,0.29273504273504275,0.6858974358974359,468
0.019583843329253364,0.2827417380660955,0.6976744186046512,817
0.005988023952095809,0.2275449101796407,0.7664670658682635,167
0.02364066193853428,0.28368794326241137,0.6926713947990544,423
0.020338983050847456,0.24745762711864408,0.7322033898305085,295
0.020833333333333332,0.3125,0.6666666666666666,96
0.022727272727272728,0.30165289256198347,0.6756198347107438,484
0.013793103448275862,0.32413793103448274,0.6620689655172414,580
0.02178649237472767,0.23311546840958605,0.7450980392156863,459
0.013452914798206279,0.32286995515695066,0.6636771300448431,223
0.0205706702057067,0.30059721300597214,0.6788321167883211,1507
0.026825633383010434,0.2965722801788376,0.676602086438152,671
0.023983315954118872,0.29509906152241916,0.6809176225234619,959
0.01488095238095238,0.33630952380952384,0.6488095238095238,336
0.06666666666666667,0.3333333333333333,0.6,15
0.004784688995215311,0.32057416267942584,0.6746411483253588,209
0.02112676056338028,0.3075117370892019,0.6713615023474179,426
0.02280130293159609,0.2915309446254072,0.6856677524429967,614
0.018306636155606407,0.2974828375286041,0.6842105263157895,437
0.02027027027027027,0.3141891891891892,0.6655405405405406,592
0.02952433023510115,0.288135593220339,0.6823400765445599,1829
0.029304029304029304,0.3076923076923077,0.663003663003663,273
0.02962962962962963,0.29876543209876544,0.671604938271605,405
0.033807829181494664,0.3167259786476868,0.6494661921708185,562
0.0,0.28991596638655465,0.7100840336134454,238
0.02631578947368421,0.29473684210526313,0.6789473684210526,190
