A,B,C,Total
0.0,1.0,0.0,1
nan,nan,nan,nan
0.3333333333333333,0.6666666666666666,0.0,3
1.0,0.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
1.0,0.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
1.0,0.0,0.0,1
nan,nan,nan,nan
1.0,0.0,0.0,3
nan,nan,nan,nan
1.0,0.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,1
0.6666666666666666,0.3333333333333333,0.0,3
0.0,1.0,0.0,2
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
1.0,0.0,0.0,1
1.0,0.0,0.0,1
1.0,0.0,0.0,1
1.0,0.0,0.0,2
nan,nan,nan,nan
1.0,0.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,2
nan,nan,nan,nan
0.6666666666666666,0.3333333333333333,0.0,3
nan,nan,nan,nan
nan,nan,nan,nan
1.0,0.0,0.0,1
1.0,0.0,0.0,2
nan,nan,nan,nan
1.0,0.0,0.0,1
0.3333333333333333,0.6666666666666666,0.0,3
0.0,1.0,0.0,1
0.0,1.0,0.0,2
0.0,1.0,0.0,1
0.0,1.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.0,1.0,0.0,2
1.0,0.0,0.0,1
1.0,0.0,0.0,1
0.0,1.0,0.0,3
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
0.0,1.0,0.0,1
nan,nan,nan,nan
1.0,0.0,0.0,1
nan,nan,nan,nan
1.0,0.0,0.0,1
nan,nan,nan,nan
nan,nan,nan,nan
