x,y,z,status
0.010116305212930683,0.03412226212815466,-0.10165584033087768,-5
0.00963862370703843,0.03486479809677659,-0.10385671964824315,-5
0.01130217701229223,0.034123484912010615,-0.10049999984769423,-5
0.009634095019425696,0.034773934388978314,-0.10386114370757425,-5
0.009968837591041353,0.03679638712356176,-0.10107503005231233,-5
0.010166214921768918,0.03649165910758975,-0.10065285442003853,-5
0.010434847091548526,0.034327886406304776,-0.10096469408026745,-5
0.01046512758647125,0.03453818717367369,-0.10101057091606724,-5
0.010271416777288753,0.03450217388075339,-0.10147724981572831,-5
0.00957930125071017,0.03524285178146967,-0.10372741964532994,-5
0.009558494464358896,0.03539118537460502,-0.10371979381891082,-5
0.00955546702412676,0.03448016640294115,-0.10376849457166198,-5
0.010392208891600217,0.034138074641854435,-0.10063046145474919,-5
0.008666983806306063,0.03807751798499577,-0.10096494426131608,-5
0.009900075516716757,0.03825196412408202,-0.10049999916917343,-5
0.008929597524888058,0.03792003128904507,-0.10062268166221568,-5
0.009488528650483948,0.03744773362670489,-0.1010235327718534,-5
0.009605755670360733,0.03457907383599196,-0.10384881300517906,-5
0.009992215708475697,0.0368156359675223,-0.1008354441683208,-5
0.011958693420143756,0.032809904835009555,-0.10049999949998772,-5
0.01058684190732599,0.03546750275739792,-0.10049999973317797,-5
0.010090973617024138,0.036641907957443,-0.1007870312338219,-5
0.010570689856017515,0.03516608964949381,-0.10049999976864168,-5
0.010490646308739278,0.034744300354346405,-0.10051631542077485,-5
0.010322114946417339,0.036287499235907655,-0.10049999961096309,-5
0.010049966883618078,0.034315534255147176,-0.10193502742033066,-5
0.01168507952046224,0.033598381586933984,-0.10049999834770837,-5
0.010231919516656005,0.036082607460847266,-0.10122946764888655,-5
0.010316501956890399,0.03649148141505429,-0.1004999992329034,-5
0.010487300822185006,0.03529786870976189,-0.10095266529839883,-5
0.010483849517667624,0.03547734628453549,-0.1004999990039731,-5
0.011454446965223086,0.03597917246511678,-0.10049999952193697,-5
0.010613580651897596,0.03481197230472299,-0.10049999950071126,-5
0.010383172419307118,0.03589673860841949,-0.10053780639245333,-5
0.010171803560265643,0.03647973788022235,-0.10063699923338845,-5
0.009977664636965821,0.033327232110108775,-0.10121181799814016,-5
0.010308082591183251,0.03385698366262005,-0.1009876796034285,-5
0.01026052711499088,0.03372764649529299,-0.10097881344419164,-5
0.010429203180243572,0.034299650014400405,-0.10085926742568316,-5
0.010499919769113967,0.03497637479112484,-0.10056947143878488,-5
0.009595956887162225,0.03552525042679994,-0.10386994981793783,-5
0.009556349738647283,0.03530689744669936,-0.10368664352792692,-5
0.010058315711141094,0.03329804564321856,-0.10099643204001246,-5
0.010497609620509364,0.03487069352436386,-0.10084653042141617,-5
0.010509971032486066,0.035435745151376576,-0.10049999985590644,-5
0.00954097967057561,0.03542687703456923,-0.1036904938196031,-5
0.010471687416588483,0.035444261898859186,-0.10052946765069268,-5
0.011289892058568757,0.03219122277909718,-0.10049999997485369,-5
0.008498187219334825,0.03833068462202506,-0.10049999993049852,-5
0.010409717551487004,0.03421018618621512,-0.1009261082916399,-5
0.009861627897938628,0.031380385262481145,-0.1004999993402572,-5
0.00758255266196859,0.038409250752972586,-0.1011033066823887,-5
0.010465745118542431,0.03548847365718149,-0.10065615694921484,-5
0.00955272441254908,0.03739448986784198,-0.10081657505065958,-5
0.008991332386679079,0.03787827973702582,-0.10061941041273158,-5
0.00897008157494364,0.03789286653253482,-0.10086001180757867,-5
0.008725226463276649,0.03804525409347373,-0.10083287915434272,-5
0.008687809904265351,0.03806614631230892,-0.10082727099922836,-5
0.00921796817311828,0.03867084376041458,-0.10049999987302691,-5
0.00891774810233666,0.037927829207177535,-0.10099948165610856,-5
0.009886950615647016,0.03697875337778947,-0.10052975351030599,-5
0.010125060167661692,0.03657606754009311,-0.10079906256159522,-5
0.009757448379248817,0.03715556901714242,-0.10090520459384204,-5
