xmax,xavg,xmin,ymax,yavg,ymin,ne
-0.011748056942865657,-0.014521789505069622,-0.0173386542555029,0.0033564127989387325,0.0014079179896358009,-0.0005758952909704553,303
-0.025579971991145305,-0.027799041786262253,-0.030143496217239718,-0.0665352200185592,-0.06799569103708059,-0.07095447464798031,556
0.0033843394501782845,-0.0007517917468769411,-0.0033975589107519263,-0.025529647848805116,-0.028374418621624892,-0.03147057715789071,572
